database_id,name,acronym,order,level,color,structure_database_id_path
16210,superficial stratum of TelH,TelHs,675,10,B7544C,/15564/15565/15566/15567/15738/15739/15750/16205/16207/16210/
16211,peduncular (caudal) hypothalamus,PHy,676,4,DF7257,/15564/15565/15566/15567/15738/16211/
16212,alar part of peduncular hypothalamus,PHyA,677,5,DF7257,/15564/15565/15566/15567/15738/16211/16212/
16213,peduncular paraventricular area of PHyA,PPaA,678,6,DF7257,/15564/15565/15566/15567/15738/16211/16212/16213/
16214,ventricular zone of PPaA,PPav,679,9,DF7257,/15564/15565/15566/15567/15738/16211/16212/16213/16214/
16215,mantle zone of PPaA,PPam,680,9,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/
16216,periventricular stratum of PPaA,PPap,681,10,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16216/
16217,"paraventricular nucleus, peduncular or principal part",PPa,682,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16216/16217/
16218,"paraventricular nucleus, dorsal part",PaD,683,12,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16216/16217/16218/
16219,"paraventricular nucleus, cap part",PaC,684,12,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16216/16217/16219/
16220,cap part of PPa,Pacap,685,13,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16216/16217/16219/16220/
16221,lateral magnocellular part of PPa,PaLM,686,13,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16216/16217/16219/16221/
16222,medial magnocellular part of PPa,PaMM,687,13,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16216/16217/16219/16222/
16223,medial parvicellular part of PPa,PaMP,688,13,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16216/16217/16219/16223/
16224,"paraventricular nucleus, rostral part",PaR,689,12,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16216/16217/16224/
16225,intermediate stratum of PPaA,PPai,690,10,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16225/
16226,"paraventricular nucleus, lateral part",PaL,691,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16225/16226/
16227,upper dorsal perifornical nucleus,UDPeF,692,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16225/16227/
16228,upper dorsal lateral hypothalamic area,UDLH,693,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16225/16228/
16229,lateral posterior nucleus,LPo,694,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16225/16229/
16230,peduncular nucleus of the stria medullaris,PSM,695,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16225/16230/
16231,superficial stratum of PPaA,PPas,696,10,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16231/
16232,dorsal entopeduncular nucleus,EPD,697,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16231/16232/
16233,peduncular subparaventricular area,PSPa,698,6,DF7257,/15564/15565/15566/15567/15738/16211/16212/16233/
16234,ventricular zone of PSPa,PSPav,699,9,DF7257,/15564/15565/15566/15567/15738/16211/16212/16233/16234/
16235,mantle zone of PSPa,PSPam,700,9,E4866F,/15564/15565/15566/15567/15738/16211/16212/16233/16235/
16236,periventricular stratum of PSPa,PSPap,701,10,E4866F,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16236/
16237,"posterior anterior hypothalamic area, periventricular part",AHPp,702,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16236/16237/
16238,A13 dopaminergic cell group,A13,703,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16236/16238/
16239,intermediate stratum of PSPa,PSPai,704,10,E4866F,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16239/
16240,posterior part of anterior hypothalamic nucleus,AHP,705,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16239/16240/
16241,stigmoid nucleus,Stg,706,12,E4866F,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16239/16240/16241/
16242,lower dorsal perifornical nucleus,LDPeF,707,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16239/16242/
16243,lower dorsal lateral hypothalamic area,LDLH,708,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16239/16243/
16244,superficial stratum of PSPa,PSPas,709,10,E4866F,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16244/
16245,ventral entopeduncular nucleus,EPV,710,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16244/16245/
16246,dorsoventral lateral hypothalamic area,DVLH,711,11,E4866F,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16244/16246/
16247,basal peduncular hypothalamus,PHyB,712,5,B25B46,/15564/15565/15566/15567/15738/16211/16247/
16248,dorsal part of PHyB,PHyB-D,713,6,B25B46,/15564/15565/15566/15567/15738/16211/16247/16248/
16249,ventricular zone of PHyB-D,PHyB-Dv,714,9,B25B46,/15564/15565/15566/15567/15738/16211/16247/16248/16249/
16250,mantle zone of PHyB-D,PHyB-Dm,715,9,C9674E,/15564/15565/15566/15567/15738/16211/16247/16248/16250/
16251,periventricular stratum of PHyB-D,PHyB-Dp,716,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16248/16250/16251/
16252,"posterobasal nucleus, periventricular part",PBasp,717,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16248/16250/16251/16252/
16253,intermediate stratum of PHyB-D,PHyB-Di,718,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16248/16250/16253/
16254,"posterobasal nucleus, intermediate part",PBasi,719,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16248/16250/16253/16254/
16255,upper basal lateral hypothalamic area,UBLH,720,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16248/16250/16253/16255/
16256,upper basal perifornical nucleus,UBPeF,721,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16248/16250/16253/16256/
16257,superficial stratum of PHyB-D,PHyB-Ds,722,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16248/16250/16257/
16258,magnocellular superficial hypothalamic nucleus,MCSH,723,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16248/16250/16257/16258/
16259,intermediate part of PHyB,PHyB-I,724,6,B25B46,/15564/15565/15566/15567/15738/16211/16247/16259/
16260,ventricular zone of PHyB-I,PHyB-Iv,725,9,B25B46,/15564/15565/15566/15567/15738/16211/16247/16259/16260/
16261,mantle zone of PHyB-I,PHyB-Im,726,9,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/
16262,periventricular stratum of PHyB-I,PHyB-Ip,727,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16262/
16263,periventricular domain associated to P-DMH,P-DMHp,728,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16262/16263/
16264,intermediate stratum of PHyB-I,PHyB-Ii,729,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16264/
16265,peduncular part of dorsomedial hypothalamic nucleus,P-DMH,730,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16264/16265/
16266,core of P-DMH,P-DMHc,731,12,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16264/16265/16266/
16267,shell of P-DMH,P-DMHs,732,12,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16264/16265/16267/
16268,lower basal lateral hypothalamic area,LBLH,733,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16264/16268/
16269,lower basal perifornical nucleus,LBPeF,734,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16264/16269/
16270,superficial stratum of PHyB-I,PHyB-Is,735,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16270/
16271,lateral tuberal nucleus,LTu,736,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16270/16271/
16272,subthalamic nucleus (migrated),STh,737,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16270/16272/
16273,parasubthalamic nucleus (migrated),PSTh,738,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16270/16273/
16274,ventral part of PHyB,PHyB-V,739,6,B25B46,/15564/15565/15566/15567/15738/16211/16247/16274/
16275,ventricular zone of PHyB-V,PHyB-Vv,740,9,B25B46,/15564/15565/15566/15567/15738/16211/16247/16274/16275/
16276,"hypothalamic ventricular organ, peduncular part",P-HVO,741,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16274/16275/16276/
16277,mantle zone of PHyB-V,PHyB-Vm,742,9,C9674E,/15564/15565/15566/15567/15738/16211/16247/16274/16277/
16278,periventricular stratum of PHyB-V,PHyB-Vp,743,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16274/16277/16278/
16279,"dorsal tuberomammillary nucleus, periventricular part (histaminergic)",DTMp,744,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16274/16277/16278/16279/
16280,intermediate stratum of PHyB-V,PHyB-Vi,745,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16274/16277/16280/
16281,"dorsal tuberomammillary nucleus, intermediate part (histaminergic)",DTMi,746,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16274/16277/16280/16281/
16282,superficial stratum of PHyB-V,PHyB-Vs,747,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16274/16277/16282/
16283,paraterete nucleus,PTe,748,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16274/16277/16282/16283/
16284,caudal tuberomammillary nucleus (histaminergic),CTM,749,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16274/16277/16282/16284/
16285,perimammillary part of PHyB,PHyB-P,750,6,B25B46,/15564/15565/15566/15567/15738/16211/16247/16285/
16286,ventricular zone of PHyB-P,PHyB-Pv,751,9,B25B46,/15564/15565/15566/15567/15738/16211/16247/16285/16286/
16287,mantle zone of PHyB-P,PHyB-Pm,752,9,C9674E,/15564/15565/15566/15567/15738/16211/16247/16285/16287/
16288,periventricular stratum of PHyB-P,PHyB-Pp,753,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16285/16287/16288/
16289,periventricular periretromammillary nucleus,PPRM,754,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16285/16287/16288/16289/
16290,intermediate stratum of PHyB-P,PHyB-Pi,755,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16285/16287/16290/
16291,intermediate periretromammillary nucleus,IPRM,756,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16285/16287/16290/16291/
16292,superficial stratum of PHyB-P,PHyB-Ps,757,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16285/16287/16292/
16293,lateral periretromammillary nucleus,LPRM,758,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16285/16287/16292/16293/
16294,mammillary part of PHyB,PHyB-M,759,6,B25B46,/15564/15565/15566/15567/15738/16211/16247/16294/
16295,retromammillary area,RMa,760,7,B25B46,/15564/15565/15566/15567/15738/16211/16247/16294/16295/
16296,ventricular zone of RMa,RMav,761,9,B25B46,/15564/15565/15566/15567/15738/16211/16247/16294/16295/16296/
16297,mantle zone of RMa,RMam,762,9,C9674E,/15564/15565/15566/15567/15738/16211/16247/16294/16295/16297/
16298,periventricular stratum of RMa,RMap,763,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16294/16295/16297/16298/
16299,"retromammillary area, medial part",RMM,764,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16294/16295/16297/16298/16299/
16300,submammillothalamic nucleus,SMT,765,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16294/16295/16297/16298/16300/
16301,intermediate stratum of RMa,RMai,766,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16294/16295/16297/16301/
16302,"retromammillary area, lateral part",RML,767,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16294/16295/16297/16301/16302/
16303,superficial stratum of RMa,RMas,768,10,C9674E,/15564/15565/15566/15567/15738/16211/16247/16294/16295/16297/16303/
16304,subthalamic nucleus (migratory origin),SThO,769,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16294/16295/16297/16303/16304/
16305,parasubthalamic nucleus (migratory origin),PSThO,770,11,C9674E,/15564/15565/15566/15567/15738/16211/16247/16294/16295/16297/16303/16305/
16306,floor of peduncular hypothalamus,PHyF,771,5,AB6553,/15564/15565/15566/15567/15738/16211/16306/
16307,retromammillary floor,RMaF,772,6,9E5D4C,/15564/15565/15566/15567/15738/16211/16306/16307/
16308,diencephalon,D,773,2,FFF9C7,/15564/15565/15566/16308/
16309,prosomere 3,p3,774,3,FFF9C7,/15564/15565/15566/16308/16309/
16310,prethalamus,PTh,775,4,FFF9C7,/15564/15565/15566/16308/16309/16310/
16311,roof plate of p3,p3R,776,5,FFF9C7,/15564/15565/15566/16308/16309/16310/16311/
16312,choroidal tissue of p3,p3Ch,777,6,FFF7BD,/15564/15565/15566/16308/16309/16310/16311/16312/
111220576,ventricular zone of p3Ch,p3Chv,778,9,FFF7BD,/15564/15565/15566/16308/16309/16310/16311/16312/111220576/
111220578,mantle zone of p3Ch,p3Chm,779,9,FFF9C7,/15564/15565/15566/16308/16309/16310/16311/16312/111220578/
16313,alar plate of p3 (alar prethalamus),p3A,780,5,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/
16314,dorsal part of alar p3,p3AD,781,6,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/16314/
16315,prethalamic eminence,PThE,782,7,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/16314/16315/
16316,ventricular zone of PThE,PThEv,783,9,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/16314/16315/16316/
16317,mantle zone of PThE,PThEm,784,9,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16314/16315/16317/
16318,periventricular stratum of PThE,PThEp,785,10,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16314/16315/16317/16318/
16319,intermediate stratum of PThE,PThEi,786,10,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16314/16315/16317/16319/
16320,nucleus of the stria medullaris (prethalamic),SM,787,11,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16314/16315/16317/16319/16320/
16321,superficial stratum of PThE,PThEs,788,10,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16314/16315/16317/16321/
16322,lateral part of alar p3,p3AL,789,6,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/16322/
16323,reticular complex,RtC,790,7,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/16322/16323/
16324,ventricular zone of RtC,RtCv,791,9,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/16322/16323/16324/
16325,mantle zone of RtC,RtCm,792,9,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16322/16323/16325/
16326,periventricular stratum of RtC,RtCp,793,10,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16322/16323/16325/16326/
16327,retrohypothalamic nucleus,RHy,794,11,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16322/16323/16325/16326/16327/
16328,intermediate stratum of RtC,RtCi,795,10,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16322/16323/16325/16328/
16329,reticular nucleus,Rt,796,11,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16322/16323/16325/16328/16329/
16330,superficial stratum of RtC,RtCs,797,10,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16322/16323/16325/16330/
16331,subgeniculate nucleus,SubG,798,11,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16322/16323/16325/16330/16331/
16332,posteroventral part of alar p3,p3APV,799,6,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/16332/
111220580,ventricular zone of p3APV,p3APVv,800,9,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/16332/111220580/
111220582,mantle zone of p3APV,p3APVm,801,9,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/111220582/
16333,prethalamic (p3) zona limitans domain,p3ZL,802,7,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/16332/16333/
16334,ventricular zone of p3ZL,p3ZLv,803,9,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/16332/16333/16334/
16335,mantle zone of p3ZL,p3ZLm,804,9,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16333/16335/
16336,periventricular stratum of p3ZL,p3ZLp,805,10,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16333/16335/16336/
16337,shell of p3ZL,p3ZLS,806,11,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16333/16335/16336/16337/
16338,intermediate stratum of p3ZL,p3ZLi,807,10,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16333/16335/16338/
16339,intercalate nucleus,IntC,808,11,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16333/16335/16338/16339/
16340,superficial stratum of p3ZL,p3ZLs,809,10,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16333/16335/16340/
16341,pregeniculate nucleus,PreG,810,11,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16333/16335/16340/16341/
16342,peripeduncular nucleus,PP,811,11,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16333/16335/16340/16342/
16343,zona incerta complex,ZIC,812,7,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/16332/16343/
16344,ventricular zone of ZIC,ZICv,813,9,FFF4A4,/15564/15565/15566/16308/16309/16310/16313/16332/16343/16344/
16345,mantle zone of ZIC,ZICm,814,9,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16343/16345/
16346,periventricular stratum of ZIC,ZICp,815,10,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16343/16345/16346/
16347,magnocellular (periventricular) zona incerta,ZIM,816,11,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16343/16345/16346/16347/
16348,intermediate stratum of ZIC,ZICi,817,10,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16343/16345/16348/
16349,rostral zona incerta,RZI,818,11,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16343/16345/16348/16349/
16350,superficial stratum of ZIC,ZICs,819,10,FFF7BD,/15564/15565/15566/16308/16309/16310/16313/16332/16343/16345/16350/
16352,prethalamic tegmentum,PThTg,820,4,CCC383,/15564/15565/15566/16308/16309/16352/
16353,basal plate of p3,p3B,821,5,CCC383,/15564/15565/15566/16308/16309/16352/16353/
16354,ventricular zone of p3B,p3Bv,822,9,CCC383,/15564/15565/15566/16308/16309/16352/16353/16354/
16355,mantle zone of p3B,p3Bm,823,9,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/
16356,periventricular stratum of p3B,p3Bp,824,10,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16356/
16357,p3 portion of the pre-Edinger-Westphal nucleus,p3PEW,825,11,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16356/16357/
16358,intermediate stratum of p3B,p3Bi,826,10,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16358/
16359,p3 part of the ZL core,p3ZLC,827,11,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16358/16359/
16360,caudal zona incerta,CZI,828,11,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16358/16360/
16361,tegmental field of p3 (Forel's field),p3Tg,829,11,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16358/16361/
16362,gemini nuclei,Gem,830,11,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16358/16362/
16363,p3 portion of parabrachial pigmented nucleus,p3PBP,831,11,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16358/16363/
16364,superficial stratum of p3B,p3Bs,832,10,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16364/
16351,accessory entopeduncular nucleus (post-migratory),EPAc,833,11,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16364/16351/
16365,p3 portion of the substantia nigra pars compacta,p3SNC,834,11,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16364/16365/
16366,p3 portion of the substantia nigra pars reticulata,p3SNR,835,11,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16364/16366/
16367,p3 portion of paranigral nucleus,p3PN,836,11,DAD18D,/15564/15565/15566/16308/16309/16352/16353/16355/16364/16367/
16368,floor plate of p3,p3F,837,5,A69F6B,/15564/15565/15566/16308/16309/16352/16368/
16369,ventricular zone of p3F,p3Fv,838,9,8D885B,/15564/15565/15566/16308/16309/16352/16368/16369/
16370,mantle zone of p3F,p3Fm,839,9,CCC383,/15564/15565/15566/16308/16309/16352/16368/16370/
16371,periventricular stratum of p3F,p3Fp,840,10,CCC383,/15564/15565/15566/16308/16309/16352/16368/16370/16371/
16372,intermediate stratum of p3F,p3Fi,841,10,CCC383,/15564/15565/15566/16308/16309/16352/16368/16370/16372/
16373,superficial stratum of p3F,p3Fs,842,10,CCC383,/15564/15565/15566/16308/16309/16352/16368/16370/16373/
16374,p3 portion of the ventral tegmental area,p3VTA,843,11,8D885B,/15564/15565/15566/16308/16309/16352/16368/16370/16373/16374/
16375,prosomere 2,p2,844,3,FFF189,/15564/15565/15566/16308/16375/
16376,thalamus,Th,845,4,FFF189,/15564/15565/15566/16308/16375/16376/
16377,roof plate of p2 (epithalamic roofplate),p2R,846,5,FEF3A8,/15564/15565/15566/16308/16375/16376/16377/
16378,choroidal tissue of p2,p2Ch,847,6,FFF189,/15564/15565/15566/16308/16375/16376/16377/16378/
111220584,ventricular zone of p2Ch,p2Chv,848,9,FFF189,/15564/15565/15566/16308/16375/16376/16377/16378/111220584/
111220586,mantle zone of p2Ch,p2Chm,849,9,FEF3A8,/15564/15565/15566/16308/16375/16376/16377/16378/111220586/
16379,bed of the habenular commissure,BHbC,850,11,FEF3A8,/15564/15565/15566/16308/16375/16376/16377/16378/16379/
16380,pineal gland (epiphysis) and stalk,Pi,851,6,FEF3A8,/15564/15565/15566/16308/16375/16376/16377/16380/
16381,retrohabenular thalamic area,RHb,852,6,FEF3A8,/15564/15565/15566/16308/16375/16376/16377/16381/
16382,alar plate of p2 (alar thalamus),p2A,853,5,FFED64,/15564/15565/15566/16308/16375/16376/16382/
16383,dorsal part of alar p2,p2AD,854,6,FFED64,/15564/15565/15566/16308/16375/16376/16382/16383/
16384,habenula (old epithalamus),Hb,855,7,FFED64,/15564/15565/15566/16308/16375/16376/16382/16383/16384/
16385,ventricular zone of Hb,Hbv,856,9,FFED64,/15564/15565/15566/16308/16375/16376/16382/16383/16384/16385/
16386,mantle zone of Hb,Hbm,857,9,FFF189,/15564/15565/15566/16308/16375/16376/16382/16383/16384/16386/
16387,periventricular stratum of Hb,Hbp,858,10,FFF189,/15564/15565/15566/16308/16375/16376/16382/16383/16384/16386/16387/
16388,medial habenular nucleus,MHb,859,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16383/16384/16386/16387/16388/
16389,medial subhabenular nucleus,MSHb,860,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16383/16384/16386/16387/16389/
16390,intermediate stratum of Hb,Hbi,861,10,FFF189,/15564/15565/15566/16308/16375/16376/16382/16383/16384/16386/16390/
16391,medial part of the lateral habenular nucleus,LHbM,862,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16383/16384/16386/16390/16391/
16392,lateral subhabenular nucleus,LSHb,863,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16383/16384/16386/16390/16392/
16393,superficial stratum of Hb,Hbs,864,10,FFF189,/15564/15565/15566/16308/16375/16376/16382/16383/16384/16386/16393/
16394,lateral part of the lateral habenular nucleus,LHbL,865,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16383/16384/16386/16393/16394/
16395,lateral part of alar p2,p2AL,866,6,FFED64,/15564/15565/15566/16308/16375/16376/16382/16395/
111220588,ventricular zone of p2AL,p2ALv,867,9,FFED64,/15564/15565/15566/16308/16375/16376/16382/16395/111220588/
111220590,mantle zone of p2AL,p2ALm,868,9,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/111220590/
16396,dorsal tier of thalamus,DTTh,869,7,FFED64,/15564/15565/15566/16308/16375/16376/16382/16395/16396/
16397,ventricular zone of DTTh,DTThv,870,9,FFED64,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16397/
16398,mantle zone of DTTh,DTThm,871,9,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/
16399,periventricular stratum of DTTh,DTThp,872,10,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16399/
16400,anterior paraventricular nucleus of thalamus,PVA,873,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16399/16400/
16401,intermediodorsal nucleus,IMD,874,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16399/16401/
16402,centromedian nucleus,CM,875,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16399/16402/
16403,interanteromedial nucleus,IAM,876,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16399/16403/
16404,interanterodorsal nucleus,IAD,877,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16399/16404/
16405,rhomboid nucleus,Rh,878,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16399/16405/
16406,"reuniens nucleus, main part",Re,879,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16399/16406/
16407,retroreuniens nucleus,RRe,880,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16399/16407/
16408,ventral reuniens nucleus,VRe,881,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16399/16408/
16409,intermediate stratum of DTTh,DTThi,882,10,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/
16410,paratenial nucleus,PT,883,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16410/
16411,mediodorsal nucleus,MD,884,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16411/
16412,medial (magnocellular) part of MD,MDM,885,12,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16411/16412/
16413,lateral (parvicellular) part of MD,MDL,886,12,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16411/16413/
16414,central part of MD,MDC,887,12,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16411/16414/
16415,intralaminar nuclei,IL,888,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16415/
16416,paracentral nucleus,PC,889,12,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16415/16416/
16417,oval paracentral nucleus,OPC,890,12,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16415/16417/
16418,central lateral nucleus,CL,891,12,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16415/16418/
16419,anterior nuclei,A,892,11,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16419/
16420,anterodorsal nucleus,AD,893,12,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16419/16420/
16421,anteroventral nucleus,AV,894,12,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16419/16421/
16422,anteromedial nucleus,AM,895,12,FFF189,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16419/16422/
